scenario,eirp_dbm,interferer_count,mean_signal_dbm,mean_interference_dbm,noise_dbm,mean_sinr_db,mean_linear_sinr_db,median_sinr_db,p05_sinr_db,p95_sinr_db,outage_lt_0_db,outage_lt_3_db
activity_reduction,60.0,2,-97.18941156262426,-100.65353857786377,-100.01029995663981,0.7540327410186226,1.6333466431340957,1.0010809813361505,-4.47424441563824,5.074341396095728,0.3618,0.7792
activity_reduction,60.0,3,-97.18941156262426,-98.78208352822435,-100.01029995663981,-0.07202336291492265,0.9234989060176375,0.1554808473844388,-5.413274736569691,4.559102418804873,0.4798,0.8465
activity_reduction,60.0,4,-97.18941156262426,-97.57825986684142,-100.01029995663981,-0.8109008081134718,0.24758952431471162,-0.6225873692314152,-6.166557458228267,4.0576938848234265,0.5796,0.8915
activity_reduction,60.0,5,-97.18941156262426,-96.67771038467906,-100.01029995663981,-1.4154315705008929,-0.34576075293989345,-1.2971685761471967,-6.752391888585151,3.518718783536306,0.6682,0.9245
activity_reduction,60.0,6,-97.18941156262426,-95.82414723970717,-100.01029995663981,-2.029820451933144,-0.942909360903691,-1.8916542966154952,-7.343596623281969,2.961529299201523,0.7358,0.9518
activity_reduction,60.0,7,-97.18941156262426,-95.16243327201411,-100.01029995663981,-2.5372224573522604,-1.4299698154510574,-2.4530588957454222,-7.774402611133235,2.5011761653874007,0.7874,0.965
activity_reduction,60.0,8,-97.18941156262426,-94.57950175230827,-100.01029995663981,-3.008282632940349,-1.8980466493970773,-3.001341448791811,-8.138311638311349,2.134330682121684,0.8254,0.9745
activity_reduction,60.0,9,-97.18941156262426,-94.02888344510643,-100.01029995663981,-3.4725766258557007,-2.3856179571393374,-3.3915095466643876,-8.745074009822993,1.5541223704625313,0.8695,0.9835
activity_reduction,60.0,10,-97.18941156262426,-93.60971325654435,-100.01029995663981,-3.844373928300908,-2.779332478882402,-3.8038303134196205,-8.891172425212048,1.1560239184357386,0.8942,0.989
activity_reduction,60.0,11,-97.18941156262426,-93.17777359650263,-100.01029995663981,-4.2198627009963925,-3.192930976057869,-4.16781100268267,-9.290036473269039,0.6750005421218999,0.9203,0.9932
activity_reduction,60.0,12,-97.18941156262426,-92.80251249024268,-100.01029995663981,-4.556871945203308,-3.5077345449586144,-4.541950138050108,-9.601233685460794,0.3845391338599123,0.9346,0.9925
activity_reduction,60.0,13,-97.18941156262426,-92.49196125082341,-100.01029995663981,-4.850821474199217,-3.857683312286984,-4.8290832006749,-9.776830670680155,-0.038892189744238415,0.951,0.9968
activity_reduction,60.0,14,-97.18941156262426,-92.18236435163755,-100.01029995663981,-5.146220698165099,-4.175222206721491,-5.106165111807067,-9.84443049793941,-0.3301518030211409,0.9622,0.9976
activity_reduction,60.0,15,-97.18941156262426,-91.77965695169891,-100.01029995663981,-5.495767569066513,-4.523314449285082,-5.469317311969179,-10.288415644167069,-0.6860003853713744,0.9705,0.9986
activity_reduction,60.0,16,-97.18941156262426,-91.54181446386026,-100.01029995663981,-5.730736884574844,-4.778849108853908,-5.722447468619563,-10.502602184000926,-1.0078066663813585,0.9771,0.9996
activity_reduction,60.0,17,-97.18941156262426,-91.28222987183821,-100.01029995663981,-5.96284063606322,-5.04036064996442,-5.925097391807882,-10.768224606092346,-1.3312409762676078,0.9837,0.9995
activity_reduction,60.0,18,-97.18941156262426,-91.0463088275329,-100.01029995663981,-6.210353600686016,-5.305244910493913,-6.207459531276119,-10.84122169918423,-1.5926188060763853,0.9877,0.9995
activity_reduction,60.0,19,-97.18941156262426,-90.78873190303072,-100.01029995663981,-6.444159411001529,-5.528637835704542,-6.453878470910897,-11.095818276558573,-1.768821035475932,0.9886,0.9999
activity_reduction,60.0,20,-97.18941156262426,-90.61811169367985,-100.01029995663981,-6.627188515534555,-5.740176897463377,-6.638059794583333,-11.25016968219997,-2.098688582994179,0.9928,0.9993
activity_reduction,60.0,21,-97.18941156262426,-90.36596800355845,-100.01029995663981,-6.855873613663606,-5.991243987958929,-6.862089204447619,-11.367336263300313,-2.3528456213460323,0.9938,0.9997
activity_reduction,60.0,22,-97.18941156262426,-90.14643867619208,-100.01029995663981,-7.068325239616493,-6.173148148946506,-7.070577448761435,-11.554481601645819,-2.4461816614644483,0.9947,0.9999
activity_reduction,60.0,23,-97.18941156262426,-90.00973200526296,-100.01029995663981,-7.211554232871587,-6.370421160930469,-7.220281101807456,-11.65935983612685,-2.8014113042044624,0.9956,1.0
activity_reduction,60.0,24,-97.18941156262426,-89.78912956125316,-100.01029995663981,-7.418092923372076,-6.568425439878922,-7.399115647087733,-11.883636191840933,-2.992717133711314,0.9966,0.9999
activity_reduction,60.0,25,-97.18941156262426,-89.60486962333269,-100.01029995663981,-7.59444489069443,-6.7675601098598435,-7.612837304173886,-12.000802351626504,-3.141652246997091,0.998,1.0
activity_reduction,60.0,26,-97.18941156262426,-89.47967283638091,-100.01029995663981,-7.723618070398255,-6.9175623166522,-7.704894478064103,-12.08855506945331,-3.386498398187582,0.9981,0.9999
activity_reduction,60.0,27,-97.18941156262426,-89.28433709001317,-100.01029995663981,-7.91906875032759,-7.122902234586331,-7.934622384028886,-12.237502473889956,-3.58500230191185,0.9987,0.9999
activity_reduction,60.0,28,-97.18941156262426,-89.11733895252553,-100.01029995663981,-8.083516664760639,-7.299231693847208,-8.067403798676983,-12.436801358896878,-3.7898148106566483,0.9988,1.0
activity_reduction,60.0,29,-97.18941156262426,-88.97523645188124,-100.01029995663981,-8.2153765446094,-7.429647003669722,-8.237983463534729,-12.472154378295889,-3.8734571166198575,0.9996,1.0
